address,businessname,city,email,emailstatus,numberofreviews,phonenumber,scraped_at,stars,subsector,website
"440 Barlow Moor Rd, Chorlton-cum-Hardy, Manchester M21 0BQ",Royal Oak,Manchester,N/A,pending,716,1618607438,2025-05-17 19:24:30.432095,4.1,M16 6,https://www.greeneking.co.uk/pubs/greater-manchester/royal-oak?utm_source=g_places&utm_medium=locations&utm_campaign=PS_pubpage
"84 Deansgate, Manchester M3 2ER",Las Iguanas - Manchester - Deansgate,Manchester,N/A,pending,2334,1615492175,2025-05-17 19:24:43.964535,4.3,M16 6,https://www.iguanas.co.uk/restaurants/manchester-deansgate/?utm_source=google&utm_medium=organic&utm_campaign=google_lpm_lasiguanas_manchester_deansgate
